source_id,s_astrometry
6070952765576983808,0.0425
2984915585397855360,0.0
5364776102490270976,0.0
5824468067119126528,0.0
3994731902140644864,0.0
5365525935061421952,0.0025
139354753699467264,0.0075
536850266097543936,0.0025
538497678112879616,0.0325
5520635036826643968,0.0
5245227508883900672,0.0
5245331515808757888,0.0
6198019377323869952,0.0175
4097757692162396032,0.0
4650833167861993600,0.019959150326797386
1152414561027156480,0.0
4189286331448198016,0.0
2216450171257158784,0.0
6735650150636871552,0.0
6735766565743922816,0.0
3428448641781470208,0.0075
2930222544148292864,0.0
4826701190892998144,0.0125
3507507788425202432,0.0
5813546824252776704,0.0
5339559971580904448,0.0
5254810057646040832,0.0
2849914004388871936,0.005
2327940688966986880,0.0
2937909882765839488,0.025
2083599174879531904,0.0
6074546484966096384,0.0
5799067080758528768,0.0
5307217940105927936,0.0
206686268807872000,0.0
5245958198766395776,0.0
1985399931668006400,0.0
1985407563831631232,0.005
1241798366670426112,0.0
1242578126572876800,0.0025
2008713362053584512,0.0
450112611279798784,0.005
5879453234854448896,0.0
5635218579527515392,0.0
3897661281859970432,0.0
2055584924270719616,0.0125
4371916106173943168,0.0
5854393883076641024,0.0
4304780853922322176,0.0025
5981569793178968960,0.0075
1889477304605336832,0.0
5742161680348722944,0.0
1941632466871587072,0.0
3671777819207890432,0.0075
6041276706218575104,0.0
2231836290297742848,0.0
5831980411621663488,0.0
675897938219631360,0.0
681849839475390464,0.0
5298644979211541248,0.005
3083103863544647296,0.0
3084057449363335680,0.005
1827998111984418432,0.0
3466489961691952896,0.005
475099184820306176,0.0
2296649683256308096,0.0
4244300425804408576,0.0
2299674474105053568,0.0
2300028727302912256,0.3299591503267974
4245063521233820800,0.0
238313166725998336,0.0
4066944634710119168,0.0
194793774945546624,0.0
1036837888741011712,0.0575
5592955306762692736,0.0
401960908289793152,0.0
402314779234649600,0.0
4084123576179240192,0.0
5536374683211951232,0.0
2001896458680402048,0.0
5992134480700904832,0.0
5995645878475724032,0.0
5897476841757771392,0.0
5257762731724434048,0.0
6041697647374393472,0.0
5362544471843487360,0.0
5347647635481711616,0.0175
5348132584523079680,0.0
6379983187301286144,0.0
2741427047502072960,0.0
5579259141387029888,0.0
6384761050655554304,0.0
2753887713996029056,0.0
5461343597413647232,0.0025
6021110533424117760,0.0
5908142031531675008,0.0
2887564447917881856,0.1625
6862174290836369792,0.0
5807770260732750976,0.0
5807964053959251968,0.0
5807718313111626112,0.0125
5911531344844228992,0.0
2166464177953468672,0.0075
5912052036625568640,0.0075
4062446910648807168,0.8824591503267973
5211261979777396736,0.0
6076548115840400640,0.005
6703020803052622464,0.0025
3029593484484561664,0.0
307024328406091264,0.0075
1417417650962715136,0.0
313174966387156864,0.0
3137598855274586880,0.0
177107035200745984,0.0
316922342532897920,0.005
5556763614517989120,0.0825
5307600913751780864,0.0
5559358427601010944,0.0
5559604267232429824,0.0
4927690986010140928,0.0075
2972210213142114560,0.0
3316847833605449728,0.0025
1816378060750379136,0.0
1817124384319851520,0.0
5416752486737577984,0.0125
1779987043356769664,0.0
1963197669462035840,0.0
4051208493127983744,0.0025
4045437049089074304,0.0
5503909300297668864,0.0175
5504982251847547904,0.0
5450750833671303680,0.0
5423031076089613952,0.0
4340063907150391552,0.0225
5341361620121698688,0.0
5341402924866080256,0.0
5945662767061198848,0.0075
941811050123003648,0.0
4879078695024244480,0.0025
2023125897940600576,0.0025
2084719817743102848,0.0
5340713492372697344,0.0
1870840170212592768,0.01
3818848735057309696,0.0
3820596919890084736,0.0
5328829081659900544,0.0
524290437393977728,0.025
5311041285633414784,0.0
5311058946541048832,0.0
2040450421586876032,0.0
2005048346210553728,0.0
2005076418115691648,0.0
1951260306084932224,0.015
1860416799977030656,0.035
4136293611899722880,0.0075
5717115011627630208,0.0
5425231512393331456,0.0
5717360619339301504,0.0
5600846776590848512,0.0
5717673567837468032,0.0
6305282577764153600,0.0
3225902175989307136,0.0025
1811318069573435904,0.0
1811472138637482752,0.0075
5868777664174424448,0.02
3026047834355902464,0.015
1848140065449873408,0.0
518316554507764864,0.0
6687321907312471040,0.0
4711548547840798336,0.0025
6469895475784394368,0.0
4107337114195840000,0.0
5876730912824878336,0.0
526464932100017664,0.0
5950512231850517504,0.0
1387458982763285120,0.0
5959201637912430080,0.0
2518870127215642752,0.0
5694919140345182464,0.0
5353528648304760704,0.0
5859279532961238912,0.01
5811809114844651520,0.0
2001270389894504960,0.0
6223343844526677376,0.025
5262159541258449408,0.0
2030723248382387328,0.0
5870885599778459264,0.0
5358260156082326528,0.0
5358639006552895872,0.0075
5358736210249457024,0.025
5314458773912302976,0.03
2072057219055891072,0.0
5483923576220825600,0.0575
5887269388193433216,0.0
1681929641453584256,0.0
861097550794562944,0.0225
4352655273793001728,0.0025
4353018250068567424,0.0
1862487554025653120,0.0025
1685251330505226752,0.0
6054198583542424832,0.0
2171402737500451840,0.005
124934349465123968,0.0225
1366304757003137280,0.012459150326797386
5535367079586513280,0.0
5494443978353833088,0.65
5495749480908934784,0.0
5919673713793013120,0.0025
5915399151880454144,0.0
5228323269210588032,0.0
4291390314114061952,0.0
5882195073272782208,0.0
5355682179279539328,0.0
5846962460111770752,0.0
5958164244320824832,0.0
5309048867483075328,0.0
451964669898278784,0.0
1006868981339839616,0.01
5313336756671420672,0.0
5351237605358480512,0.0
622582245727713792,0.0075
1864345423745745664,0.005
5827366757747514112,0.0075
5844935510425579776,0.0
6467051417160867584,0.03
6442928239422526848,0.0
4480160414600757632,0.0
5392626113539533312,0.005
257436839329923456,0.09245915032679738
5794892509974816640,0.0
6132960243514475136,0.0
4091943642162294784,0.0
2179787888048363264,0.0
495278109406974720,0.0
6765472170158735744,0.0175
4373544890911427200,0.0025
6754341543370573312,0.015
4259922183935370368,0.0
442077513445345536,0.0
464427664260848640,0.0075
464468350491638144,0.0025
1088135500655405824,0.0
5953648240824968704,0.0
1975264981384118656,0.0
2000511383269077632,0.0125
2126556716209190784,0.0
1804394930185705728,0.0025
4422758245394704000,0.0
700307890927142144,0.0025
4154596288630785280,0.0
5814106952402405888,0.0
5359814831155245696,0.0
4390110751571533312,0.0
5838092081307949952,0.005
369106435698719744,0.0025
369900210077802368,0.0025
4368816612954880128,0.0
2058787080096412544,0.0
2045406431589868160,0.0
4044184297402442240,0.0025
5936050870820804864,0.0
153828479956176000,0.0
5586272238868361472,0.0175
5598896689645554688,0.0
2038525825264054016,0.0
3235613990401506304,0.0
5618672166480869888,0.0
5618814862476981888,0.0
5924887524903230720,0.0
1988645827433952768,0.0
4303916534686883840,0.0
5864812790948082048,0.0
6117191528788397824,0.0225
470048062767046656,0.0
2367734656180397952,0.8625
1649585234884865280,0.0075
5887199363041048064,0.0
2387279304293289728,0.0
5830216623142480640,0.0
5583516175532475648,0.0025
1629629446733954432,0.005
2205258070597127552,0.0
5932083759788194176,0.0
2026002082909144704,0.0
1703561570657990400,0.0025
5941816709779308672,0.01
424982379679421952,0.0025
6723777834549786368,0.0
425530589305478400,0.0
4070320612130693632,0.0
5354935679590948352,0.0
4514642130064903552,0.0
2913708979003073920,0.0
5854898253990552576,0.0
2914631022580145152,0.0
5255865558772967168,0.0
458486045168696576,0.0
3007408913242361984,0.0
5790963675748183296,0.0075
6057215505984579328,0.005
6618325628523488896,0.0275
1301071423617768448,0.0
3237417090685912064,0.0
4935999175043617152,0.0
5964209187448772992,0.0
4615233837509462400,0.0
6721692438946012672,0.0
5511241595448109952,0.0
550563615634343424,0.0025
4955371367334610048,0.1175
5332576006818340736,0.0
1959617350368695168,0.0
709709093301608448,0.6524591503267974
395592296429621248,0.0
273502727135319680,0.0
4670828924980416256,0.01
5980799001164613504,0.0025
5980803669770695936,0.0
5234142782408436992,0.0
4078741535490245248,0.0
4338106020538640256,0.0
4860407230941892736,0.0225
4862204730591154944,0.0075
3285709187565938560,0.0
4470581842946824448,0.0
4470856514695330048,0.0
5875178127538850304,0.0225
3341585853094497408,0.0425
1741610853435721600,0.0
4291778063772710528,0.0
5531321533932247936,0.065
1791986971527117056,0.0
5852645938836046976,0.0
2077083194091867136,0.0025
4047415173584927488,0.0
647189728273518592,0.0025
5382454875073272320,0.0
5382944604423150208,0.0
5064117740245261568,0.0125
2028998385205992192,0.0
5932133620181265920,0.0
422937696064338176,0.0
5405435595823218560,0.005
2028649225899885824,0.005
3676106489112243712,0.0
2343978028130758784,0.0
5959922810087815936,0.0
6065956554670894464,0.0
4347091195203943808,0.0025
4182648236153159424,0.0
4182749906620678272,0.0
5357705486823288064,0.0
3194401962424930176,0.0
4642487500946090880,0.0
2928749984533763072,0.0
2107476920992566784,0.0025
2109341834449631744,0.0
2110283394360222208,0.0075
3022243111806897024,0.0025
5428984145580356864,0.0125
5952543888845044224,0.0
3474534950832947072,0.0
1750313797207723136,0.0
905235963326874624,0.004959150326797386
4179325958693122432,0.0
114456793925489536,0.005
5406084204607024512,0.0
5346381376049457408,0.0
5952232177278369152,0.0025
1859745135811951744,0.0
966888848768308480,0.0
4689375933794933120,0.0
6796381129939631232,0.0025
6797241291629124352,0.0025
5929793167832849920,0.0075
5797963269847782016,0.0
6055332523583075456,0.0025
6055618465336644480,0.0
4240573738525406464,0.0
3107944030244117760,0.0
3108844938284140032,0.0
6085576854335392768,0.0
4548005298544238208,0.0
5954133748253935232,0.0
5397336558794486272,0.0
4484521794958535552,0.0
3118110011671605376,0.005
6057648954092125952,0.0
5452417895160557824,0.0
3119368845106622080,0.0
4299602429015243648,0.0
5458591725968119040,0.0
26655155450329344,0.0025
1867035138418527360,0.0
1978139551459047680,0.005
3078867200426119040,0.005
1867413439138977664,0.0
5306262739380845824,0.0
2031470538383299840,0.0
6016401874851842944,0.0
6016509008517660544,0.0
1981642561135806080,0.0
2184408688739030784,0.0
6730346591890009472,0.0
4247949812275681152,0.0
2184846019489240192,0.0
6730874872862940160,0.0
4037430547294361344,0.0
1832846511556702720,0.0
3161944443595002624,0.0025
4892395292665343744,0.0025
4299267730795641600,0.0
4900259274704334592,0.03495915032679739
824776077524874752,0.0
2077621675604329472,0.0
6033145886450785152,0.0
1081061375985332608,0.0
2280568608442620032,0.0
2046394003501017856,0.0
1967673265908239360,0.0
6244395021135531648,0.0
1825799157442271232,0.0
2257627882447116544,0.0
4591768541389138304,0.0025
4531068932528906752,0.0
4811344307691489792,0.0275
1976261929193189504,0.0
5232721178285098880,0.0025
4812593593418558080,0.055
5343581916371986304,0.0
5343679150111775104,0.0
2862580137822627200,0.0
5252425427404852224,0.0
6909910996904681088,0.0
5274973318488647296,0.0
5685079335897180544,0.015
5689686800717579136,0.0
6899469858392506624,0.0075
4502962980080257024,0.0025
5963490420404137088,0.0
1437538065212230656,0.005
4522197355462460160,0.0275
408462423626104832,0.0
1973333551767088896,0.0025
1451174032325140224,0.005
427782835795153792,0.0
5601706564633712256,0.0
5869801859274687232,0.0025
510552662386082176,0.0025
5949686013237074176,0.0
6054426113711871616,0.0075
885672151071405312,0.0
1349652760775059072,0.0
2008105847522754048,0.0
2008490676584242304,0.0025
2003570052816619136,0.0
1141769093744241536,0.64
1832710103394354176,0.0
2244570219794054144,0.0075
2247903114415346560,0.0
3105505553968607744,0.0025
5615091881752039296,0.0
1476376939075351808,0.0
4472890168828541952,0.0225
5435172231376637056,0.0175
2166940777571218560,0.0
6008974433297252992,0.035
3360180617648275072,0.0025
4519294056345393920,0.0
6042765689786894592,0.0025
2126273518946368256,0.2575
5871764934193454336,0.0025
1855584373346883840,0.0
3440433936998861184,0.0
2025694631978416896,0.0
5288259778342739840,0.0
5792363083471757952,0.0
5855730584310531200,0.7725
5693682700852473600,0.0025
5565168384481456128,0.0
3914521949074389632,0.2075
417521811022953984,0.0
2028347135061765760,0.01
3214523059572337408,0.0025
5941047253457809792,0.0
205308576441686272,0.0
2289280588825936512,0.0
4252800681480943872,0.0
2934650140033059840,0.0
284067041013438976,0.0
1899577177902705664,0.0
1901310970298056704,0.0
2131092717068358400,0.0
2900942790008002560,0.0
2902439805151595008,0.045
5942944563848242304,0.0
5439432804575319936,0.0
5832836140897012864,0.005
1272261195313019904,0.0
1964031919617174784,0.0
1964297833929848064,0.0
3097320548889817088,0.0
3098179782866892800,0.0
6885096252120264704,0.0
4361352651287693952,0.0
4361950368998305024,0.0
5319134412746318976,0.0
5320469666541450752,0.0
5645140018398876032,0.0125
4125222118264411008,0.0
527906838517434496,0.0175
5868467739346643968,0.0
5320933213771515648,0.0
5873865203216603776,0.0025
5321649167646203264,0.0
5952677440780093568,0.0
5321138685011797632,0.0
1936889620385598848,0.0
1937979610067880448,0.0
6306869959021027072,0.0
3446282651664586240,0.0
2039573007004907520,0.029950980392156865
6355439343285948160,0.0
5834278524005177472,0.0
2086841011887432832,0.045
1814395744355000448,0.0
5613542218883067776,0.005
2603090003484152064,0.8125
5375697792005966208,0.0025
1610979010812148224,0.0925
2919821503439894144,0.0
1987111188378876672,0.0
1987382183634679808,0.0
1987715370020583936,0.0
5748621212378649600,0.0
4116280511745074432,0.0
516918933485184512,0.0225
5338414585359205504,0.0
5858885559874759168,0.0
1835605461112340480,0.0
4976894960284258048,0.895
4980391819575788032,0.0025
3430795519289951744,0.0
5996284626004470912,0.0025
2892294473924477568,0.0675
2895226944452367616,0.0
5597098477042965632,0.0
5530338982858630144,0.0275
5925508542818776448,0.0
5326301922890172288,0.06
4525124049255447040,0.0
5623604816161267072,0.0025
6151701865883828736,0.0
6151974128153805184,0.0
6421118739093252224,0.5575
6423308588297491072,0.0
5521569312480036096,0.025
3156517121060491264,0.0025
4046523641455505536,0.0
2056504528305306752,0.0
4595458674208503424,0.005
474384777141625344,0.0
276114140273511936,0.0075
1843807916618298112,0.1624591503267974
5934819761389470336,0.0
5934920813355596800,0.0
4609404639174456832,0.0
4610445086414169856,0.0375
4611185470056120448,0.0
6022465264864671872,0.0
