source_id,ra,dec,nss_solution_type,label_crossmatch,period,eccentricity,inclination,parallax_over_error,ruwe,astrometric_chi2_al,astrometric_excess_noise,visibility_periods_used,phot_g_mean_mag,arg_periastron_sin,arg_periastron_cos
4066944634710119168,268.11576149264084,-26.03296377088521,SB1,0,809.4857965634528,0.2452383450556177,0.0,16.366459,1.3735905,973.0625,0.088183455,18.0,13.259165,0.5483964855738188,0.8362184490970552
194793774945546624,80.4291321472711,40.68355678587792,SB1,0,0.5464205190389193,0.1347185767710808,0.0,123.46884,1.1725588,1223.0001,0.119589426,17.0,10.834289,0.8763315102695685,0.48170850533144766
1036837888741011712,136.8700577582962,57.84587917243369,SB1,0,10.576152556674812,0.2251528034632871,0.0,261.05844,1.0851609,1519.7207,0.14923766,23.0,11.3611765,0.9260365409266198,0.37743386820562463
5592955306762692736,113.09338168242309,-32.072430558986845,SB1,0,95.72696333530982,0.2162676884536667,0.0,102.69833,1.111627,1483.738,0.11394365,27.0,11.614066,0.9987645988303406,0.049691811430745456
401960908289793152,15.269016781383243,46.96286467191156,SB1,0,4.775428037453111,0.0332305619673413,0.0,70.43582,1.1532518,1770.8123,0.14455812,20.0,11.526505,0.33580037339623925,-0.9419331766250439
402314779234649600,13.383418527231088,48.235158934736376,SB1,0,46.24056694155394,0.3564705605710568,0.0,75.35394,1.128326,708.61884,0.088749565,20.0,12.37355,-0.9705943672623691,-0.2407209468213377
4084123576179240192,288.6581631754627,-18.76761386096677,EclipsingBinary,0,0.4260450899600982,0.0,98.82654668585891,14.890729,0.9851652,169.07523,0.0,15.0,14.981148,0.0,1.0
5536374683211951232,113.4686534857534,-41.88038695905426,EclipsingBinary,0,0.326160579919815,0.0,83.95999108935501,64.02465,1.0725135,477.72623,0.0093184095,27.0,14.899593,0.0,1.0
2001896458680402048,340.47882989618086,51.985709670176,SB1,0,70.16617129985471,0.0417358633622167,0.0,44.500378,1.0397413,929.5889,0.10472615,25.0,11.629363,0.4476046167367779,0.8942315735176891
5992134480700904832,245.1080719957358,-44.12737328953956,SB1,0,3.0116117403102467,0.1853538321120648,0.0,96.885315,0.89439285,436.68488,0.029614532,19.0,12.647159,0.9766811049610393,-0.21469517743089445
5995645878475724032,237.89854142793288,-41.95142099748648,SB1,0,242.28676975840355,0.1077647586809856,0.0,29.236769,1.2398672,693.15106,0.08930379,18.0,12.353825,0.9827723833842067,0.1848200272084328
5897476841757771392,217.93374946537628,-53.8824539647868,SB1,0,166.64581928502133,0.2588021366578177,0.0,61.332443,1.2811904,1614.3922,0.10180853,16.0,11.972807,-0.999664518804737,-0.025900769156413646
5257762731724434048,146.02483286379058,-58.911015028222735,EclipsingBinary,0,0.3910059928894043,0.0,72.15902929802795,13.348182,0.9550396,322.77533,0.0,25.0,15.923438,0.0,1.0
6041697647374393472,241.96105734618405,-29.0395505780915,SB1,0,526.2939391338307,0.1956580335051839,0.0,12.429524,1.1875106,1037.6085,0.07327035,19.0,12.301011,-0.9772373109821888,0.2121490938568933
5362544471843487360,164.9255367471757,-47.69612206537614,SB1,0,1051.2190264856051,0.2529935899228645,0.0,55.46104,0.9043014,1231.144,0.09503164,27.0,10.867903,-0.7983323119673598,0.6022171698555681
5347647635481711616,169.0210405765747,-52.89364421992511,SB1,0,75.32337047330283,0.2566101435830468,0.0,198.73407,1.3328086,3025.4558,0.19291593,28.0,11.18229,-0.9961597077481826,-0.08755476377134168
